"Story","Title","Result","Date","Stability","Duration (s)"
"Orange HRM - CRUD Employed Data","user delete Orange HRM employee successfully","SUCCESS","2022-04-16T16:31:01.423+07:00[Asia/Bangkok]","0.0","15.62"
